"id","state_id:id","code","street","street_type","district","l10n_br_city_id:id","country_id:id"
"cep_79602000","l10n_br_base.br_ms","79602000","Doutor Eloy Chaves","Avenida","Centro","l10n_br_base.city_5175","base.br"
"cep_79603140","l10n_br_base.br_ms","79603140","Marcílio Dias","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79601160","l10n_br_base.br_ms","79601160","Egídio Thomé","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79603090","l10n_br_base.br_ms","79603090","Paranaíba","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603100","l10n_br_base.br_ms","79603100","Visconde de Tamandaré","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79602070","l10n_br_base.br_ms","79602070","Capitão Olinto Mancini","Avenida","Centro","l10n_br_base.city_5175","base.br"
"cep_79603110","l10n_br_base.br_ms","79603110","Rosário Congro","Avenida","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603070","l10n_br_base.br_ms","79603070","Bruno Garcia","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603130","l10n_br_base.br_ms","79603130","Almirante Barroso","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603060","l10n_br_base.br_ms","79603060","Capitão Bernardo Antônio Leite","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603150","l10n_br_base.br_ms","79603150","José Amim","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603160","l10n_br_base.br_ms","79603160","José Lopes Barbosa","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603170","l10n_br_base.br_ms","79603170","Etelvino Custódio de Queiroz","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603180","l10n_br_base.br_ms","79603180","Zuleide Perez Tabox","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79604000","l10n_br_base.br_ms","79604000","Duque de Caxias","Rua","Jardim Cangalha","l10n_br_base.city_5175","base.br"
"cep_79604010","l10n_br_base.br_ms","79604010","Coronel João Gonçalves de Oliveira","Rua","Jardim Cangalha","l10n_br_base.city_5175","base.br"
"cep_79603020","l10n_br_base.br_ms","79603020","Advogado Sabino José da Costa","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79601140","l10n_br_base.br_ms","79601140","David Alexandria","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79601080","l10n_br_base.br_ms","79601080","Barão do Rio Branco","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79601090","l10n_br_base.br_ms","79601090","Capitão Olinto Mancini","Avenida","Centro","l10n_br_base.city_5175","base.br"
"cep_79601091","l10n_br_base.br_ms","79601091","Capitão Olinto Mancini","Avenida","Centro","l10n_br_base.city_5175","base.br"
"cep_79601100","l10n_br_base.br_ms","79601100","Zuleide Perez Tabox","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79601110","l10n_br_base.br_ms","79601110","Alfredo Justino","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79603080","l10n_br_base.br_ms","79603080","Otávio Sigefredo Roriz","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79601130","l10n_br_base.br_ms","79601130","Bom Jesus da Lapa","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79602003","l10n_br_base.br_ms","79602003","Doutor Eloy Chaves","Avenida","Centro","l10n_br_base.city_5175","base.br"
"cep_79602080","l10n_br_base.br_ms","79602080","Zuleide Perez Tabox","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79601050","l10n_br_base.br_ms","79601050","Paranaíba","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79603120","l10n_br_base.br_ms","79603120","Manoel Rodrigues Artez","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603040","l10n_br_base.br_ms","79603040","Farmacêutico Júlio Mancine","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603050","l10n_br_base.br_ms","79603050","Monir Thomé","Rua","Jardim Primaveril","l10n_br_base.city_5175","base.br"
"cep_79603051","l10n_br_base.br_ms","79603051","Brasília","Travessa","Colinos","l10n_br_base.city_5175","base.br"
"cep_79601120","l10n_br_base.br_ms","79601120","Coronel João G. de Oliveira","Rua","Centro","l10n_br_base.city_5175","base.br"
"cep_79611110","l10n_br_base.br_ms","79611110","Evaristo de Almeida","Rua","Parque Residencial Quinta da Lagoa","l10n_br_base.city_5175","base.br"
"cep_79601171","l10n_br_base.br_ms","79601171","Fábio J. Filho","Travessa","Lapa","l10n_br_base.city_5175","base.br"
"cep_79611160","l10n_br_base.br_ms","79611160","Alfredo Justino","Rua","Jardim Angélica","l10n_br_base.city_5175","base.br"
