"id","state_id:id","code","street","street_type","district","l10n_br_city_id:id"
cep_65056410,"l10n_br_base.br_ma","65056410","do Campo Estrela","Rua","Tirirical","l10n_br_base.city_635"
cep_65057060,"l10n_br_base.br_ma","65057060","Cerâmica","Rua","João de Deus","l10n_br_base.city_635"
cep_65057070,"l10n_br_base.br_ma","65057070","Cinco de Maio","Rua","João de Deus","l10n_br_base.city_635"
cep_65057090,"l10n_br_base.br_ma","65057090","Feliciano Ribeiro","Rua","João de Deus","l10n_br_base.city_635"
cep_65057100,"l10n_br_base.br_ma","65057100","da Felicidade","Rua","João de Deus","l10n_br_base.city_635"
cep_65057110,"l10n_br_base.br_ma","65057110","da Floresta","Rua","João de Deus","l10n_br_base.city_635"
cep_65057120,"l10n_br_base.br_ma","65057120","Francisco das Chagas","Rua","João de Deus","l10n_br_base.city_635"
cep_65056151,"l10n_br_base.br_ma","65056151","Sete de Setembro","Rua","Ribeira","l10n_br_base.city_635"
cep_65057140,"l10n_br_base.br_ma","65057140","Haroldo Sabóia","Rua","João de Deus","l10n_br_base.city_635"
cep_65056500,"l10n_br_base.br_ma","65056500","Maria Carreira","Rua","Tirirical","l10n_br_base.city_635"
cep_65057160,"l10n_br_base.br_ma","65057160","Liberdade","Rua","João de Deus","l10n_br_base.city_635"
cep_65057170,"l10n_br_base.br_ma","65057170","Macieira","Travessa","João de Deus","l10n_br_base.city_635"
cep_65057030,"l10n_br_base.br_ma","65057030","Bom Jesus","Rua","João de Deus","l10n_br_base.city_635"
cep_65056210,"l10n_br_base.br_ma","65056210","São Cristóvão","Rua","São Bernardo","l10n_br_base.city_635"
cep_65085290,"l10n_br_base.br_ma","65085290","de A a Z","Quadra","Anjo da Guarda","l10n_br_base.city_635"
cep_65056080,"l10n_br_base.br_ma","65056080","do Mato","Rua","São Bernardo","l10n_br_base.city_635"
cep_65056100,"l10n_br_base.br_ma","65056100","Nossa Senhora da Conceição","Travessa","São Bernardo","l10n_br_base.city_635"
cep_65056110,"l10n_br_base.br_ma","65056110","Nossa Senhora da Conceição","Rua","São Bernardo","l10n_br_base.city_635"
cep_65056120,"l10n_br_base.br_ma","65056120","Nova","Rua","São Bernardo","l10n_br_base.city_635"
cep_65056140,"l10n_br_base.br_ma","65056140","Padre Cícero","Travessa","São Bernardo","l10n_br_base.city_635"
cep_65057300,"l10n_br_base.br_ma","65057300","Primeiro de Maio","Rua","João de Deus","l10n_br_base.city_635"
cep_65057130,"l10n_br_base.br_ma","65057130","Gomes Batista","Rua","João de Deus","l10n_br_base.city_635"
cep_65077460,"l10n_br_base.br_ma","65077460","dos Guarás","Rua","Ponta do Farol","l10n_br_base.city_635"
